,DMA Rank,dma,facility_id,Call Sign,Channel,Facility Service,Interference2,population,Volume3,Scaled Volume4,p_open,Move to Low VHF,Move to High VHF,pre_auction_band
425,19,"Orlando-Daytona Beach-Melbourne, FL",131,WVEN-TV,49,DT,110,3276401.0,18984,311296,280166400.0,"$210,124,800 ","$112,066,560 ",UHF
426,19,"Orlando-Daytona Beach-Melbourne, FL",70415,WZXZ-CD,36,DC,69,552431.0,6174,101238,91114200.0,"$68,335,650 ","$36,445,680 ",UHF
427,20,"Sacramento-Stockton-Modesto, CA",334,K20JX-D,20,DC,47,362266.0,4126,67662,60895800.0,"$45,671,850 ","$24,358,320 ",UHF
428,20,"Sacramento-Stockton-Modesto, CA",4939,KBSV,15,DT,59,1262302.0,8630,141510,127359000.0,"$95,519,250 ","$50,943,600 ",UHF
429,20,"Sacramento-Stockton-Modesto, CA",2424,KBTV-CD,27,DC,67,1667586.0,10570,173325,155992500.0,"$116,994,375 ","$62,397,000 ",UHF
430,20,"Sacramento-Stockton-Modesto, CA",33875,KCRA-TV,35,DT,121,5742793.0,26361,432249,389024100.0,"$291,768,075 ","$155,609,640 ",UHF
431,20,"Sacramento-Stockton-Modesto, CA",52891,KEZT-CD,23,DC,70,1750098.0,11068,181493,163343700.0,"$122,507,775 ","$65,337,480 ",UHF
432,20,"Sacramento-Stockton-Modesto, CA",51499,KMAX-TV,21,DT,135,6914121.0,30552,500973,450875700.0,"$338,156,775 ","$180,350,280 ",UHF
433,20,"Sacramento-Stockton-Modesto, CA",18736,KMUM-CD,31,DC,52,1812890.0,9709,159209,143288100.0,"$107,466,075 ","$57,315,240 ",UHF
434,20,"Sacramento-Stockton-Modesto, CA",56550,KOVR,25,DT,137,6678867.0,30249,496011,446409900.0,"$334,807,425 ","$178,563,960 ",UHF
435,20,"Sacramento-Stockton-Modesto, CA",10242,KQCA,46,DT,115,5505832.0,25163,412610,371349000.0,"$278,511,750 ","$148,539,600 ",UHF
436,20,"Sacramento-Stockton-Modesto, CA",52953,KSPX-TV,48,DT,115,4919571.0,23786,390024,351021600.0,"$263,266,200 ","$140,408,640 ",UHF
437,20,"Sacramento-Stockton-Modesto, CA",20871,KTFK-DT,26,DT,108,4978622.0,23188,380229,342206100.0,"$256,654,575 ","$136,882,440 ",UHF
438,20,"Sacramento-Stockton-Modesto, CA",10205,KTXL,40,DT,116,5253171.0,24685,404780,364302000.0,"$273,226,500 ","$145,720,800 ",UHF
439,20,"Sacramento-Stockton-Modesto, CA",58609,KUVS-DT,18,DT,101,4006708.0,20117,329863,296876700.0,"$222,657,525 ","$118,750,680 ",UHF
440,20,"Sacramento-Stockton-Modesto, CA",35855,KVIE,9,DT,131,7298256.0,30920,507019,273790260.0,"$159,710,985 ",,HVHF
441,20,"Sacramento-Stockton-Modesto, CA",25048,KXTV,10,DT,129,7471393.0,31045,509067,274896180.0,"$160,356,105 ",,HVHF
442,21,"St. Louis, MO",190156,K25NG-D,25,DC,56,1532712.0,9265,151916,136724400.0,"$102,543,300 ","$54,689,760 ",UHF
443,21,"St. Louis, MO",56524,KDNL-TV,31,DT,85,2981398.0,15919,261035,234931500.0,"$176,198,625 ","$93,972,600 ",UHF
444,21,"St. Louis, MO",9375,KEFN-CD,49,DC,54,1944236.0,10246,168016,151214400.0,"$113,410,800 ","$60,485,760 ",UHF
445,21,"St. Louis, MO",62182,KETC,39,DT,67,2851759.0,13823,226659,203993100.0,"$152,994,825 ","$81,597,240 ",UHF
446,21,"St. Louis, MO",70034,KMOV,24,DT,87,3029028.0,16233,266189,239570100.0,"$179,677,575 ","$95,828,040 ",UHF
447,21,"St. Louis, MO",48525,KNLC,14,DT,80,2939859.0,15336,251471,226323900.0,"$169,742,925 ","$90,529,560 ",UHF
448,21,"St. Louis, MO",35417,KPLR-TV,26,DT,82,2964800.0,15592,255672,230104800.0,"$172,578,600 ","$92,041,920 ",UHF
449,21,"St. Louis, MO",46981,KSDK,35,DT,79,2975557.0,15332,251407,226266300.0,"$169,699,725 ","$90,506,520 ",UHF
450,21,"St. Louis, MO",35693,KTVI,43,DT,78,2974928.0,15233,249784,224805600.0,"$168,604,200 ","$89,922,240 ",UHF
451,21,"St. Louis, MO",66983,W15BU-D,15,DC,51,207601.0,3254,53355,48019500.0,"$36,014,625 ","$19,207,800 ",UHF
452,21,"St. Louis, MO",66996,W29CI-D,29,DC,61,126423.0,2777,45536,40982400.0,"$30,736,800 ","$16,392,960 ",UHF
453,21,"St. Louis, MO",37238,W50CH,50,CA,32,93244.0,1727,28325,25492500.0,"$19,119,375 ","$10,197,000 ",UHF
454,21,"St. Louis, MO",40861,WPXS,11,DT,105,2792468.0,17123,280781,151621740.0,"$88,446,015 ",,HVHF
455,21,"St. Louis, MO",57221,WRBU,47,DT,60,2734518.0,12809,210037,189033300.0,"$141,774,975 ","$75,613,320 ",UHF
456,22,"Charlotte, NC",67022,W21CK-D,21,DC,71,635812.0,6719,110172,99154800.0,"$74,366,100 ","$39,661,920 ",UHF
457,22,"Charlotte, NC",12793,WAXN-TV,50,DT,120,2608613.0,17693,290118,261106200.0,"$195,829,650 ","$104,442,480 ",UHF
458,22,"Charlotte, NC",30826,WBTV,23,DT,165,4250685.0,26483,434261,390834900.0,"$293,126,175 ","$156,333,960 ",UHF
459,22,"Charlotte, NC",49157,WCCB,27,DT,149,3335091.0,22292,365533,328979700.0,"$246,734,775 ","$131,591,880 ",UHF
460,22,"Charlotte, NC",32326,WCNC-TV,22,DT,150,3664137.0,23444,384424,345981600.0,"$259,486,200 ","$138,392,640 ",UHF
461,22,"Charlotte, NC",70097,WGTB-CD,28,DC,72,1394182.0,10019,164288,147859200.0,"$110,894,400 ","$59,143,680 ",UHF
462,22,"Charlotte, NC",65919,WHKY-TV,40,DT,137,2768754.0,19476,319361,287424900.0,"$215,568,675 ","$114,969,960 ",UHF
463,22,"Charlotte, NC",73152,WJZY,47,DT,158,3912160.0,24862,407677,366909300.0,"$275,181,975 ","$146,763,720 ",UHF
464,22,"Charlotte, NC",60888,WLNN-CD,24,DC,155,358869.0,7458,122296,110066400.0,"$82,549,800 ","$44,026,560 ",UHF
465,22,"Charlotte, NC",20624,WMYT-TV,39,DT,148,3394886.0,22415,367555,330799500.0,"$248,099,625 ","$132,319,800 ",UHF
466,22,"Charlotte, NC",61009,WNSC-TV,15,DT,131,2063044.0,16440,269568,242611200.0,"$181,958,400 ","$97,044,480 ",UHF
467,22,"Charlotte, NC",74070,WSOC-TV,34,DT,149,3232926.0,21948,359890,323901000.0,"$242,925,750 ","$129,560,400 ",UHF
468,22,"Charlotte, NC",54983,WTBL-CD,49,DC,84,417903.0,5925,97153,87437700.0,"$65,578,275 ","$34,975,080 ",UHF
469,22,"Charlotte, NC",10645,WTVI,11,DT,110,2707516.0,17258,282983,152810820.0,"$89,139,645 ",,HVHF
470,22,"Charlotte, NC",69114,WUNE-TV,17,DT,135,1466559.0,14071,230726,207653400.0,"$155,740,050 ","$83,061,360 ",UHF
471,22,"Charlotte, NC",69124,WUNG-TV,44,DT,124,3146045.0,19751,323871,291483900.0,"$218,612,925 ","$116,593,560 ",UHF
472,23,"Pittsburgh, PA",25454,KDKA-TV,25,DT,154,3454390.0,23065,378203,340382700.0,"$255,287,025 ","$136,153,080 ",UHF
473,23,"Pittsburgh, PA",259,WBOA-CD,29,DC,113,1788536.0,14216,233113,209801700.0,"$157,351,275 ","$83,920,680 ",UHF
474,23,"Pittsburgh, PA",68395,WBYD-CD,39,DC,106,1731362.0,13547,222140,199926000.0,"$149,944,500 ","$79,970,400 ",UHF
475,23,"Pittsburgh, PA",68396,WEMW-CD,19,DC,139,1250131.0,13182,216155,194539500.0,"$145,904,625 ","$77,815,800 ",UHF
476,23,"Pittsburgh, PA",68405,WEPA-CD,16,DC,132,2004147.0,16265,266705,240034500.0,"$180,025,875 ","$96,013,800 ",UHF
477,23,"Pittsburgh, PA",40619,WGPT,36,DT,94,266034.0,5001,82000,73800000.0,"$55,350,000 ","$29,520,000 ",UHF
478,23,"Pittsburgh, PA",41314,WINP-TV,38,DT,135,2735937.0,19219,315137,283623300.0,"$212,717,475 ","$113,449,320 ",UHF
479,23,"Pittsburgh, PA",68393,WJMB-CD,17,DC,111,354576.0,6274,102872,92584800.0,"$69,438,600 ","$37,033,920 ",UHF
480,23,"Pittsburgh, PA",68407,WJPW-CD,18,DC,76,123761.0,3067,50290,45261000.0,"$33,945,750 ","$18,104,400 ",UHF
481,23,"Pittsburgh, PA",68401,WKHU-CD,44,DC,73,120754.0,2969,48685,43816500.0,"$32,862,375 ","$17,526,600 ",UHF
482,23,"Pittsburgh, PA",68394,WMVH-CD,40,DC,123,388744.0,6915,113387,102048300.0,"$76,536,225 ","$40,819,320 ",UHF
483,23,"Pittsburgh, PA",7622,WNNB-CD,30,DC,109,1765560.0,13872,227475,204727500.0,"$153,545,625 ","$81,891,000 ",UHF
484,23,"Pittsburgh, PA",13924,WPCB-TV,50,DT,123,2534930.0,17658,289544,260589600.0,"$195,442,200 ","$104,235,840 ",UHF
485,23,"Pittsburgh, PA",68400,WPCP-CD,27,DC,114,1198058.0,11687,191633,172469700.0,"$129,352,275 ","$68,987,880 ",UHF
486,23,"Pittsburgh, PA",69880,WPCW,11,DT,129,3178361.0,20249,332029,179295660.0,"$104,589,135 ",,HVHF
487,23,"Pittsburgh, PA",73875,WPGH-TV,43,DT,135,2983579.0,20069,329090,296181000.0,"$222,135,750 ","$118,472,400 ",UHF
488,23,"Pittsburgh, PA",73907,WPNT,42,DT,137,2905060.0,19950,327128,294415200.0,"$220,811,400 ","$117,766,080 ",UHF
489,23,"Pittsburgh, PA",73910,WPXI,48,DT,145,3123207.0,21281,348950,314055000.0,"$235,541,250 ","$125,622,000 ",UHF
490,23,"Pittsburgh, PA",41315,WQED,13,DT,130,3017613.0,19806,324775,175378500.0,"$102,304,125 ",,HVHF
491,23,"Pittsburgh, PA",269,WQVC-CD,46,DC,80,1026703.0,9063,148610,133749000.0,"$100,311,750 ","$53,499,600 ",UHF
492,23,"Pittsburgh, PA",65681,WTAE-TV,51,DT,132,2780225.0,19157,314128,282715200.0,"$212,036,400 ","$113,086,080 ",UHF
493,23,"Pittsburgh, PA",68408,WVTX-CD,28,DC,110,285895.0,5608,91956,82760400.0,"$62,070,300 ","$33,104,160 ",UHF
494,23,"Pittsburgh, PA",257,WWAT-CD,45,DC,73,204528.0,3864,63360,57024000.0,"$42,768,000 ","$22,809,600 ",UHF
495,23,"Pittsburgh, PA",68409,WWKH-CD,47,DC,89,371592.0,5751,94299,84869100.0,"$63,651,825 ","$33,947,640 ",UHF
496,23,"Pittsburgh, PA",267,WWLM-CD,20,DC,127,425497.0,7351,120539,108485100.0,"$81,363,825 ","$43,394,040 ",UHF
498,24,"Portland, OR",21649,KATU,43,DT,60,2845074.0,13065,214241,192816900.0,"$144,612,675 ","$77,126,760 ",UHF
499,24,"Portland, OR",34874,KGW,8,DT,46,2775224.0,11299,185271,100046340.0,"$58,360,365 ",,HVHF
500,24,"Portland, OR",71078,KKEI-CD,38,DC,39,2174069.0,9208,150990,135891000.0,"$101,918,250 ","$54,356,400 ",UHF
501,24,"Portland, OR",47707,KNMT,45,DT,55,2783617.0,12373,202892,182602800.0,"$136,952,100 ","$73,041,120 ",UHF
502,24,"Portland, OR",35380,KOIN,40,DT,64,2851744.0,13510,221526,199373400.0,"$149,530,050 ","$79,749,360 ",UHF
503,24,"Portland, OR",50589,KOPB-TV,10,DT,50,2867847.0,11975,196355,106031700.0,"$61,851,825 ",,HVHF
504,24,"Portland, OR",71079,KORK-CD,35,DC,36,2228213.0,8956,146862,132175800.0,"$99,131,850 ","$52,870,320 ",UHF
505,24,"Portland, OR",71069,KORS-CD,16,DC,41,2279190.0,9667,158512,142660800.0,"$106,995,600 ","$57,064,320 ",UHF
506,24,"Portland, OR",71070,KORY-CD,15,DC,50,338670.0,4115,67477,60729300.0,"$45,546,975 ","$24,291,720 ",UHF
507,24,"Portland, OR",71074,KOXI-CD,20,DC,38,2193079.0,9129,149692,134722800.0,"$101,042,100 ","$53,889,120 ",UHF
509,24,"Portland, OR",35460,KPDX,30,DT,53,2819515.0,12224,200449,180404100.0,"$135,303,075 ","$72,161,640 ",UHF
510,24,"Portland, OR",50633,KPTV,12,DT,41,2815737.0,10745,176184,95139360.0,"$55,497,960 ",,HVHF
511,24,"Portland, OR",5801,KPXG-TV,22,DT,60,2860169.0,13100,214808,193327200.0,"$144,995,400 ","$77,330,880 ",UHF
512,24,"Portland, OR",10192,KRCW-TV,33,DT,60,2836417.0,13045,213914,192522600.0,"$144,391,950 ","$77,009,040 ",UHF
516,25,"Raleigh-Durham, NC",71089,WARZ-CD,34,DC,88,1045976.0,9594,157319,141587100.0,"$106,190,325 ","$56,634,840 ",UHF
517,25,"Raleigh-Durham, NC",64400,WBFT-CA,46,CA,38,26500.0,1003,16455,14809500.0,"$11,107,125 ","$5,923,800 ",UHF
518,25,"Raleigh-Durham, NC",21245,WFPX-TV,36,DT,141,1076145.0,12318,201987,181788300.0,"$136,341,225 ","$72,715,320 ",UHF
519,25,"Raleigh-Durham, NC",22485,WHFL-CD,43,DC,83,360493.0,5470,89695,80725500.0,"$60,544,125 ","$32,290,200 ",UHF
520,25,"Raleigh-Durham, NC",168101,WHIG-CD,31,DC,80,257019.0,4534,74354,66918600.0,"$50,188,950 ","$26,767,440 ",UHF
521,25,"Raleigh-Durham, NC",73205,WLFL,27,DT,167,3517776.0,24238,397440,357696000.0,"$268,272,000 ","$143,078,400 ",UHF
522,25,"Raleigh-Durham, NC",50782,WNCN,17,DT,150,3200173.0,21909,359262,323335800.0,"$242,501,850 ","$129,334,320 ",UHF
523,25,"Raleigh-Durham, NC",8688,WRAL-TV,48,DT,176,3636982.0,25300,414864,373377600.0,"$280,033,200 ","$149,351,040 ",UHF
524,25,"Raleigh-Durham, NC",10133,WRAY-TV,42,DT,145,2678040.0,19706,323126,290813400.0,"$218,110,050 ","$116,325,360 ",UHF
525,25,"Raleigh-Durham, NC",64611,WRAZ,49,DT,174,3597776.0,25020,410271,369243900.0,"$276,932,925 ","$147,697,560 ",UHF
526,25,"Raleigh-Durham, NC",54963,WRDC,28,DT,170,3499247.0,24390,399936,359942400.0,"$269,956,800 ","$143,976,960 ",UHF
527,25,"Raleigh-Durham, NC",20590,WRPX-TV,15,DT,132,2217516.0,17109,280543,252488700.0,"$189,366,525 ","$100,995,480 ",UHF
528,25,"Raleigh-Durham, NC",8617,WTVD,11,DT,173,3788572.0,25601,419798,226690920.0,"$132,236,370 ",,HVHF
529,25,"Raleigh-Durham, NC",70423,WUBX-CD,31,DC,70,455627.0,5647,92605,83344500.0,"$62,508,375 ","$33,337,800 ",UHF
530,25,"Raleigh-Durham, NC",69080,WUNC-TV,25,DT,180,3974709.0,26748,438600,394740000.0,"$296,055,000 ","$157,896,000 ",UHF
531,25,"Raleigh-Durham, NC",69397,WUNP-TV,36,DT,118,886509.0,10228,167711,150939900.0,"$113,204,925 ","$60,375,960 ",UHF
532,25,"Raleigh-Durham, NC",16517,WUVC-DT,38,DT,172,3503613.0,24548,402533,362279700.0,"$271,709,775 ","$144,911,880 ",UHF
533,25,"Raleigh-Durham, NC",40211,WYBE-CD,44,DC,54,35134.0,1377,22586,20327400.0,"$15,245,550 ","$8,130,960 ",UHF
534,25,"Raleigh-Durham, NC",41095,WZGS-CD,44,DC,93,1193706.0,10536,172770,155493000.0,"$116,619,750 ","$62,197,200 ",UHF
535,26,"Baltimore, MD",65696,WBAL-TV,11,DT,159,8757195.0,37315,611872,330410880.0,"$192,739,680 ",,HVHF
536,26,"Baltimore, MD",10758,WBFF,46,DT,153,7827186.0,34606,567450,510705000.0,"$383,028,750 ","$204,282,000 ",UHF
537,26,"Baltimore, MD",25455,WJZ-TV,13,DT,154,8537468.0,36260,594572,321068880.0,"$187,290,180 ",,HVHF
538,26,"Baltimore, MD",59442,WMAR-TV,38,DT,182,9014074.0,40504,664164,597747600.0,"$448,310,700 ","$239,099,040 ",UHF
539,26,"Baltimore, MD",191262,WMJF-CD,39,DC,91,1103629.0,10021,164328,147895200.0,"$110,921,400 ","$59,158,080 ",UHF
540,26,"Baltimore, MD",65944,WMPB,29,DT,164,5988134.0,31338,513862,462475800.0,"$346,856,850 ","$184,990,320 ",UHF
541,26,"Baltimore, MD",65942,WMPT,42,DT,151,7738532.0,34184,560528,504475200.0,"$378,356,400 ","$201,790,080 ",UHF
542,26,"Baltimore, MD",7933,WNUV,40,DT,167,8607618.0,37914,621697,559527300.0,"$419,645,475 ","$223,810,920 ",UHF
543,26,"Baltimore, MD",60552,WUTB,41,DT,162,6832225.0,33269,545529,490976100.0,"$368,232,075 ","$196,390,440 ",UHF
544,27,"Indianapolis, IN",34894,DWKOG-LP,31,CA,64,593286.0,6162,101042,90937800.0,"$68,203,350 ","$36,375,120 ",UHF
545,27,"Indianapolis, IN",70161,WALV-CD,46,DC,90,1782577.0,12666,207694,186924600.0,"$140,193,450 ","$74,769,840 ",UHF
546,27,"Indianapolis, IN",70416,WBXI-CA,47,CA,72,948676.0,8265,135520,121968000.0,"$91,476,000 ","$48,787,200 ",UHF
547,27,"Indianapolis, IN",68007,WCLJ-TV,42,DT,158,2519531.0,19952,327166,294449400.0,"$220,837,050 ","$117,779,760 ",UHF
548,27,"Indianapolis, IN",28199,WDNI-CD,19,DC,94,1555795.0,12093,198298,178468200.0,"$133,851,150 ","$71,387,280 ",UHF
549,27,"Indianapolis, IN",7908,WDTI,44,DT,89,2077055.0,13596,222945,200650500.0,"$150,487,875 ","$80,260,200 ",UHF
550,27,"Indianapolis, IN",41397,WFYI,21,DT,117,2386175.0,16709,273983,246584700.0,"$184,938,525 ","$98,633,880 ",UHF
551,27,"Indianapolis, IN",37102,WHMB-TV,20,DT,135,2813722.0,19490,319585,287626500.0,"$215,719,875 ","$115,050,600 ",UHF
552,27,"Indianapolis, IN",167765,WIIH-CD,8,DC,60,1329589.0,8932,146458,79087320.0,"$46,134,270 ",,HVHF
553,27,"Indianapolis, IN",3646,WIPB,23,DT,179,1960162.0,18731,307151,276435900.0,"$207,326,925 ","$110,574,360 ",UHF
554,27,"Indianapolis, IN",10253,WIPX-TV,27,DT,129,2265973.0,17097,280351,252315900.0,"$189,236,925 ","$100,926,360 ",UHF
555,27,"Indianapolis, IN",39269,WISH-TV,9,DT,123,2763717.0,18437,302328,163257120.0,"$95,233,320 ",,HVHF
556,27,"Indianapolis, IN",29292,WIWU-CD,51,DC,63,117478.0,2720,44610,40149000.0,"$30,111,750 ","$16,059,600 ",UHF
557,27,"Indianapolis, IN",28462,WNDY-TV,32,DT,145,2459466.0,18884,309659,278693100.0,"$209,019,825 ","$111,477,240 ",UHF
558,27,"Indianapolis, IN",40877,WRTV,25,DT,145,2890438.0,20472,335695,302125500.0,"$226,594,125 ","$120,850,200 ",UHF
559,27,"Indianapolis, IN",70162,WTHR,13,DT,144,2929295.0,20538,336777,181859580.0,"$106,084,755 ",,HVHF
560,27,"Indianapolis, IN",66536,WTIU,14,DT,135,1127585.0,12338,202312,182080800.0,"$136,560,600 ","$72,832,320 ",UHF
561,27,"Indianapolis, IN",56526,WTTK,29,DT,129,2764793.0,18885,309674,278706600.0,"$209,029,950 ","$111,482,640 ",UHF
562,27,"Indianapolis, IN",56523,WTTV,48,DT,129,2339685.0,17373,284874,256386600.0,"$192,289,950 ","$102,554,640 ",UHF
563,27,"Indianapolis, IN",146,WXIN,45,DT,121,2685472.0,18026,295585,266026500.0,"$199,519,875 ","$106,410,600 ",UHF
564,28,"San Diego, CA",66321,K35DG-D,35,DC,54,706466.0,6177,101280,91152000.0,"$68,364,000 ","$36,460,800 ",UHF
565,28,"San Diego, CA",4035,KBNT-CD,25,DC,56,2248196.0,11220,183988,165589200.0,"$124,191,900 ","$66,235,680 ",UHF
566,28,"San Diego, CA",42122,KFMB-TV,8,DT,66,3636422.0,15492,254032,137177280.0,"$80,020,080 ",,HVHF
567,28,"San Diego, CA",40876,KGTV,10,DT,60,3590989.0,14679,240692,129973680.0,"$75,817,980 ",,HVHF
568,28,"San Diego, CA",35277,KNSD,40,DT,59,3392854.0,14148,232000,208800000.0,"$156,600,000 ","$83,520,000 ",UHF
569,28,"San Diego, CA",6124,KPBS,30,DT,64,3419727.0,14794,242586,218327400.0,"$163,745,550 ","$87,330,960 ",UHF
570,28,"San Diego, CA",11371,KSEX-CD,42,DC,56,1745171.0,9886,162103,145892700.0,"$109,419,525 ","$58,357,080 ",UHF
571,28,"San Diego, CA",58927,KSKT-CD,36,DC,53,1739034.0,9600,157424,141681600.0,"$106,261,200 ","$56,672,640 ",UHF
572,28,"San Diego, CA",58827,KSWB-TV,19,DT,63,3565236.0,14987,245750,221175000.0,"$165,881,250 ","$88,470,000 ",UHF
573,28,"San Diego, CA",10238,KUSI-TV,18,DT,58,3215319.0,13656,223926,201533400.0,"$151,150,050 ","$80,613,360 ",UHF
574,29,"Nashville, TN",69479,WCTE,22,DT,156,509115.0,8912,146133,131519700.0,"$98,639,775 ","$52,607,880 ",UHF
575,29,"Nashville, TN",10324,WETV-LP,11,CA,37,70241.0,1612,26435,14274900.0,"$8,327,025 ",,HVHF
576,29,"Nashville, TN",11117,WHTN,38,DT,134,1856940.0,15774,258661,232794900.0,"$174,596,175 ","$93,117,960 ",UHF
577,29,"Nashville, TN",61026,WJDE-LD,31,DC,75,1090293.0,9043,148280,133452000.0,"$100,089,000 ","$53,380,800 ",UHF
578,29,"Nashville, TN",7651,WJFB,44,DT,130,1736794.0,15026,246391,221751900.0,"$166,313,925 ","$88,700,760 ",UHF
579,29,"Nashville, TN",73188,WKRN-TV,27,DT,146,2389273.0,18677,306259,275633100.0,"$206,724,825 ","$110,253,240 ",UHF
580,29,"Nashville, TN",73310,WNAB,23,DT,109,2051036.0,14952,245177,220659300.0,"$165,494,475 ","$88,263,720 ",UHF
581,29,"Nashville, TN",41398,WNPT,8,DT,95,2184206.0,14405,236204,127550160.0,"$74,404,260 ",,HVHF
582,29,"Nashville, TN",28468,WNPX-TV,36,DT,110,2197163.0,15546,254922,229429800.0,"$172,072,350 ","$91,771,920 ",UHF
583,29,"Nashville, TN",30580,WPBM-CD,46,DC,78,225761.0,4196,68810,61929000.0,"$46,446,750 ","$24,771,600 ",UHF
584,29,"Nashville, TN",60820,WPGD-TV,33,DT,131,2338700.0,17503,287013,258311700.0,"$193,733,775 ","$103,324,680 ",UHF
585,29,"Nashville, TN",41232,WSMV-TV,10,DT,122,2380061.0,17040,279417,150885180.0,"$88,016,355 ",,HVHF
586,29,"Nashville, TN",36504,WTVF,25,DT,136,2387379.0,18019,295467,265920300.0,"$199,440,225 ","$106,368,120 ",UHF
587,29,"Nashville, TN",9971,WUXP-TV,21,DT,123,2275124.0,16728,274305,246874500.0,"$185,155,875 ","$98,749,800 ",UHF
588,29,"Nashville, TN",418,WZTV,15,DT,120,2253441.0,16444,269645,242680500.0,"$182,010,375 ","$97,072,200 ",UHF
589,30,"Hartford-New Haven, CT",14050,WCCT-TV,20,DT,133,4044377.0,23193,380304,342273600.0,"$256,705,200 ","$136,909,440 ",UHF
590,30,"Hartford-New Haven, CT",33081,WCTX,39,DT,157,4564933.0,26771,438982,395083800.0,"$296,312,850 ","$158,033,520 ",UHF
591,30,"Hartford-New Haven, CT",13602,WEDH,45,DT,186,4418618.0,28668,470088,423079200.0,"$317,309,400 ","$169,231,680 ",UHF
592,30,"Hartford-New Haven, CT",13607,WEDN,9,DT,136,2096938.0,16887,276912,149532480.0,"$87,227,280 ",,HVHF
593,30,"Hartford-New Haven, CT",13595,WEDY,41,DT,123,2454223.0,17374,284898,256408200.0,"$192,306,150 ","$102,563,280 ",UHF
594,30,"Hartford-New Haven, CT",53115,WFSB,33,DT,157,3672981.0,24014,393766,354389400.0,"$265,792,050 ","$141,755,760 ",UHF
595,30,"Hartford-New Haven, CT",51980,WHPX-TV,26,DT,173,4529769.0,27994,459029,413126100.0,"$309,844,575 ","$165,250,440 ",UHF
596,30,"Hartford-New Haven, CT",10153,WRDM-CD,19,DC,94,1005263.0,9721,159398,143458200.0,"$107,593,650 ","$57,383,280 ",UHF
597,30,"Hartford-New Haven, CT",147,WTIC-TV,31,DT,146,3934201.0,23967,392992,353692800.0,"$265,269,600 ","$141,477,120 ",UHF
598,30,"Hartford-New Haven, CT",74109,WTNH,10,DT,172,6613357.0,33727,553037,298639980.0,"$174,206,655 ",,HVHF
599,30,"Hartford-New Haven, CT",74214,WUTH-CD,47,DC,85,945999.0,8967,147040,132336000.0,"$99,252,000 ","$52,934,400 ",UHF
600,30,"Hartford-New Haven, CT",3072,WUVN,46,DT,182,3429688.0,24984,409678,368710200.0,"$276,532,650 ","$147,484,080 ",UHF
601,30,"Hartford-New Haven, CT",74170,WVIT,35,DT,157,4466997.0,26482,434247,390822300.0,"$293,116,725 ","$156,328,920 ",UHF
602,31,"Columbus, OH",71217,WBNS-TV,21,DT,172,2688380.0,21504,352605,317344500.0,"$238,008,375 ","$126,937,800 ",UHF
603,31,"Columbus, OH",30244,WCLL-CD,19,DC,83,1663801.0,11751,192694,173424600.0,"$130,068,450 ","$69,369,840 ",UHF
604,31,"Columbus, OH",50781,WCMH-TV,14,DT,193,2702919.0,22840,374519,337067100.0,"$252,800,325 ","$134,826,840 ",UHF
605,31,"Columbus, OH",54414,WDEM-CD,17,DC,54,1151522.0,7886,129304,116373600.0,"$87,280,200 ","$46,549,440 ",UHF
606,31,"Columbus, OH",66172,WGCT-CD,8,DC,54,1285782.0,8333,136634,73782360.0,"$43,039,710 ",,HVHF
607,31,"Columbus, OH",1104,WMNO-CD,28,DC,72,105571.0,2757,45208,40687200.0,"$30,515,400 ","$16,274,880 ",UHF
608,31,"Columbus, OH",9939,WOCB-CD,39,DC,92,320329.0,5429,89017,80115300.0,"$60,086,475 ","$32,046,120 ",UHF
609,31,"Columbus, OH",66185,WOSU-TV,38,DT,180,2603438.0,21648,354968,319471200.0,"$239,603,400 ","$127,788,480 ",UHF
610,31,"Columbus, OH",50147,WOUB-TV,27,DT,148,714075.0,10280,168571,151713900.0,"$113,785,425 ","$60,685,560 ",UHF
611,31,"Columbus, OH",50141,WOUC-TV,35,DT,186,1194238.0,14904,244389,219950100.0,"$164,962,575 ","$87,980,040 ",UHF
612,31,"Columbus, OH",11118,WSFJ-TV,24,DT,140,2175628.0,17452,286178,257560200.0,"$193,170,150 ","$103,024,080 ",UHF
613,31,"Columbus, OH",56549,WSYX,48,DT,178,2547537.0,21295,349180,314262000.0,"$235,696,500 ","$125,704,800 ",UHF
614,31,"Columbus, OH",74137,WTTE,36,DT,176,2545657.0,21167,347085,312376500.0,"$234,282,375 ","$124,950,600 ",UHF
615,31,"Columbus, OH",21158,WWHO,46,DT,168,2783108.0,21623,354567,319110300.0,"$239,332,725 ","$127,644,120 ",UHF
616,31,"Columbus, OH",59852,WXCB-CD,45,DC,86,210642.0,4256,69791,62811900.0,"$47,108,925 ","$25,124,760 ",UHF
617,32,"San Antonio, TX",24570,K27LF-D,27,DC,66,1581000.0,10215,167501,150750900.0,"$113,063,175 ","$60,300,360 ",UHF
618,32,"San Antonio, TX",56528,KABB,30,DT,102,2443746.0,15788,258885,232996500.0,"$174,747,375 ","$93,198,600 ",UHF
619,32,"San Antonio, TX",24316,KCWX,5,DT,121,3954571.0,21875,358692,80705700.0,,,LVHF
620,32,"San Antonio, TX",26304,KENS,39,DT,113,2477479.0,16732,274362,246925800.0,"$185,194,350 ","$98,770,320 ",UHF
621,32,"San Antonio, TX",17830,KGMM-CD,24,DC,70,1872374.0,11448,187726,168953400.0,"$126,715,050 ","$67,581,360 ",UHF
