auction_id,stage,round,bidder,frn,call_sign,facility_id,pre_auction_band,round_station_status,round_held_option,bid_option,bid_option_price,fallback_option,fallback_option_price,benchmark_overprice,random_number
1001,1,1,Lima Communications Corporation,0002941540,WLIO,37503,High-VHF,Bidding,Go off-air,Go off-air,107748814,"","","",0.42151801567680347
1001,1,1,"Hour of Harvest, Inc.",0006596498,WLJC-TV,27696,High-VHF,Bidding,Go off-air,Go off-air,121940518,"","","",0.8590557047970451
1001,1,1,"WLUK LICENSEE, LLC",0023893233,WLUK-TV,4150,High-VHF,Bidding,Go off-air,Go off-air,89015708,"","",13.384446042814886,0.17309850898580148
1001,1,1,"Mid State Television, Inc.",0005005079,WMFD-TV,41893,High-VHF,Bidding,Move to Low-VHF,Move to Low-VHF,71062651,"","","",0.7831035975014581
1001,1,1,"WAOW-WYOW License, LLC",0005012133,WMOW,81503,High-VHF,Bidding,Go off-air,Go off-air,23857923,"","",13.28306662573442,0.17053712944104016
1001,1,1,Hearst Properties Inc.,0002538445,WMTW,73288,High-VHF,Bidding,Go off-air,Go off-air,102843059,"","",13.184953632713814,0.450281913843122
1001,1,1,"Trinity Christian Center of Santa Ana, Inc.",0003791712,WMWC-TV,81946,High-VHF,Bidding,Go off-air,Go off-air,81599073,"","","",0.40773913885560586
1001,1,1,"WNIN TRI-STATE PUBLIC MEDIA, INC.",0005024336,WNIN,67802,High-VHF,Bidding,Go off-air,Go off-air,81589697,"","","",0.1611576736509499
1001,1,1,Northern Michigan University,0002735751,WNMU,4318,High-VHF,Bidding,Move to Low-VHF,Move to Low-VHF,14041524,"","",6.115560754358285,0.7831562743717776
1001,1,1,"WNYT-TV, LLC",0005828736,WNYA,136751,High-VHF,Bidding,Go off-air,Go off-air,91098375,"","","",0.19498707903953338
1001,1,1,"Western Broadcasting Corp of Puerto Rico, Inc.",0001731116,WOLE-DT,71725,High-VHF,Bidding,Go off-air,Go off-air,106849049,"","","",0.7495714402954587
1001,1,1,Holston Valley Broadcasting Corporation,0001770163,WOPI-CD,27490,High-VHF,Bidding,Go off-air,Go off-air,52022737,"","",13.434316851083622,0.9898308603334759
1001,1,1,"CATHOLIC, APOSTOLIC & ROMAN CHURCH IN PUERTO RICO",0005815618,WORO-DT,73901,High-VHF,Bidding,Go off-air,Go off-air,159345988,"","","",0.981939722154785
1001,1,1,Pittsburgh Television Station WPCW Inc.,0003742624,WPCW,69880,High-VHF,Bidding,Go off-air,Go off-air,174592973,"","","",0.7953567072917167
1001,1,1,"WPEC LICENSEE, LLC",0021268073,WPEC,52527,High-VHF,Bidding,Go off-air,Go off-air,218817932,"","","",0.37340286797034483
1001,1,1,"WPGX License Subsidiary, LLC",0014580385,WPGX,2942,High-VHF,Bidding,Go off-air,Go off-air,48502056,"","","",0.04399938522405378
1001,1,1,"WPXS,Inc.",0013774674,WPXS,40861,High-VHF,Bidding,Go off-air,Go off-air,147706159,"","","",0.6754535970119214
1001,1,1,WQED Multimedia,0003189461,WQED,41315,High-VHF,Bidding,Move to Low-VHF,Move to Low-VHF,99748339,"","","",0.9619834273242804
1001,1,1,"Tidewater TV, LLC",0022836373,WSKY-TV,76324,High-VHF,Bidding,Go off-air,Go off-air,123225231,"","",18.723828695244265,0.9395514073169735
1001,1,1,West Virginia Educational Broadcasting Authority,0002017572,WSWP-TV,71680,High-VHF,Bidding,Move to Low-VHF,Move to Low-VHF,37573990,"","",7.11514093614727,0.6779777660926557
1001,1,1,"WTOL License Subsidiary, LLC",0015796279,WTOL,13992,High-VHF,Bidding,Go off-air,Go off-air,221228654,"","","",0.5772697180834824
1001,1,1,"WTOV LICENSEE, LLC",0022463913,WTOV-TV,74122,High-VHF,Bidding,Move to Low-VHF,Move to Low-VHF,124822028,"","","",0.03167996168051246
1001,1,1,"Trinity Christian Center of Santa Ana, Inc.",0003791712,WTPC-TV,82574,High-VHF,Bidding,Go off-air,Go off-air,122159215,"","",18.710074301519455,0.39572706403689784
1001,1,1,"Jamie Cooper Television, Inc.",0012194171,WTZT-CD,3086,High-VHF,Bidding,Go off-air,Go off-air,55543940,"","","",0.6158663975606716
1001,1,1,"Withers Broadcasting Company of Clarksburg, LLC",0003780665,WVFX,10976,High-VHF,Bidding,Go off-air,Go off-air,60429291,"","",12.805650777544088,0.5120915360084048
1001,1,1,Shenandoah Valley Educational Television Corp.,0002064392,WVPT,60111,High-VHF,Bidding,Go off-air,Go off-air,80224741,"","",14.150026947551737,0.1993412498887004
1001,1,1,"V-1 Productions, Inc.",0001734557,WWCI-CD,18894,High-VHF,Bidding,Go off-air,Go off-air,25900700,"","",12.674170325463479,0.7205329932207581
1001,1,1,"Norwell Television, LLC",0004968970,WWDP,23671,High-VHF,Bidding,Go off-air,Go off-air,207478147,"","",13.19092297645875,0.9612947321377681
1001,1,1,United Communications Corporation,0002210383,WWNY-TV,68851,High-VHF,Bidding,Go off-air,Drop out of bidding,"","","",17.724592472607583,""
1001,1,1,"Trinity Christian Center of Santa Ana, Inc.",0003791712,WWTO-TV,998,High-VHF,Bidding,Go off-air,Go off-air,295517053,"","","",0.7144319963145583
1001,1,1,Greater New Orleans ETV Foundation,0003803277,WYES-TV,25090,High-VHF,Bidding,Move to Low-VHF,Move to Low-VHF,70305077,"","","",0.1735298340133612
1001,1,1,"Gray Television Licensee, LLC",0018223693,WYMT-TV,24915,High-VHF,Bidding,Go off-air,Go off-air,87880342,"","","",0.45414700129474084
1001,1,1,"Corridor Television, L.L.P.",0004994075,KCWX,24316,Low-VHF,Bidding,Go off-air,Go off-air,76702814,"","",10.141714938171958,0.9536068550158379
1001,1,1,"HOAK MEDIA OF HASTINGS, LLC",0023722648,KNHL,48003,Low-VHF,Bidding,Go off-air,Go off-air,16177424,"","",9.001502814347987,0.9396148734339129
1001,1,1,"Western Pacific Broadcast, LLC",0020401378,WACP,189358,Low-VHF,Bidding,Go off-air,Go off-air,141036508,"","",6.455680462955229,0.07391930099119037
1001,1,1,LAKE SUPERIOR COMMUNITY BROADCASTING CORPORATION,0010932978,WBKP,76001,Low-VHF,Bidding,Go off-air,Go off-air,3801465,"","",9.439496937258127,0.04395572408629966
1001,1,1,"Blue Ridge Public Television, Inc.",0004654091,WBRA-TV,5981,Low-VHF,Bidding,Go off-air,Go off-air,58094469,"","","",0.715815050828776
1001,1,1,"L4 MEDIA GROUP, LLC",0014037857,WBXM-CD,70412,Low-VHF,Bidding,Go off-air,Go off-air,7734082,"","",6.705785333227254,0.11504478653549399
1001,1,1,"TTI, Inc.",0005016720,WDVZ-CD,16599,Low-VHF,Bidding,Go off-air,Go off-air,15967563,"","",5.762047313776861,0.9339763067187062
1001,1,1,Milwaukee Media LLC,0023962665,WIWN,60571,Low-VHF,Bidding,Go off-air,Go off-air,66336886,"","",7.2900038752891305,0.5019006456537447
1001,1,1,Dominion Broadcasting Inc.,0006291702,WLMB,17076,Low-VHF,Bidding,Go off-air,Go off-air,66492616,"","",6.664449177669212,0.8945705841162155
1001,1,1,"Western Pacific Broadcast, LLC",0020401378,WMDE,189357,Low-VHF,Bidding,Go off-air,Go off-air,110991373,"","",8.837937674422278,0.6537144704624828
1001,1,1,"KM LPTV OF CHICAGO-13, LLC",0005014709,WOCK-CD,35092,Low-VHF,Bidding,Go off-air,Go off-air,95637371,"","",7.207175758592257,0.8263019635856361
1001,1,1,"Cross Hill Communications, LLC",0021402581,WYCX-CD,26996,Low-VHF,Bidding,Go off-air,Go off-air,10437483,"","",5.910441462086169,0.06921550593813919
1001,1,1,Southern TV Corporation,0003759651,DWGSA-CA,69447,UHF,Bidding,Go off-air,Go off-air,42244695,"","",42.75,0.40675534545618763
1001,1,1,Kingdom Of God Inc.,0012147229,DWKOG-LP,34894,UHF,Bidding,Go off-air,Go off-air,86390910,"","",42.75,0.21840118743451875
1001,1,1,"Three Angels Broadcasting Network, Inc.",0003716198,K08MM-D,57456,UHF,Bidding,Go off-air,Go off-air,59509710,"","",42.75,0.5349144178099204
1001,1,1,"Entravision Holdings, LLC",0001529627,K17GD-D,68666,UHF,Bidding,Go off-air,Drop out of bidding,"","","",45.0,""
1001,1,1,"Three Angels Broadcasting Network, Inc.",0003716198,K17JI-D,57457,UHF,Bidding,Go off-air,Go off-air,106774965,"","",42.75,0.4926978936050558
1001,1,1,"Abundant Life Broadcasting, Inc.",0004273132,K20JX-D,334,UHF,Bidding,Go off-air,Go off-air,57851010,"","",42.75,0.4920674785308371
1001,1,1,"Three Angels Broadcasting Network, Inc.",0003716198,K21DO-D,67013,UHF,Bidding,Go off-air,Go off-air,75894075,"","",42.75,0.7198427675972745
1001,1,1,"Three Angels Broadcasting Network, Inc.",0003716198,K25NG-D,190156,UHF,Bidding,Go off-air,Go off-air,129888180,"","",42.75,0.009611671783685272
1001,1,1,"Three Angels Broadcasting Network, Inc.",0003716198,K27LF-D,24570,UHF,Bidding,Go off-air,Go off-air,143213355,"","",42.75,0.0304945171127331
1001,1,1,"Three Angels Broadcasting Network, Inc.",0003716198,K33LN-D,67002,UHF,Bidding,Go off-air,Go off-air,171483075,"","",42.75,0.5564812205226787
1001,1,1,REGENTS OF THE UNIVERSITY OF CALIFORNIA,0001538784,K35DG-D,66321,UHF,Bidding,Go off-air,Go off-air,86594400,"","",42.75,0.5938027652443227
1001,1,1,"Entravision Holdings, LLC",0001529627,K50LZ-D,29885,UHF,Bidding,Go off-air,Drop out of bidding,"","","",45.0,""
1001,1,1,"Trinity Christian Center of Santa Ana, Inc.",0003791712,KAAH-TV,3246,UHF,Bidding,Go off-air,Go off-air,80945415,"","",42.75,0.509098145780845
1001,1,1,"KAAL-TV, LLC",0004780110,KAAL,18285,UHF,Bidding,Go off-air,Go off-air,98316450,"","",42.75,0.12301413910352799
1001,1,1,"Word of Life Ministries, Inc.",0005870498,KADO-CD,38497,UHF,Bidding,Go off-air,Go off-air,58110930,"","",42.75,0.09008781308121583
1001,1,1,"Agape Broadcasters, Inc.",0003756145,KAGN-CD,22826,UHF,Bidding,Go off-air,Go off-air,70897455,"","",42.75,0.5070088635509576
1001,1,1,"Agape Broadcasters, Inc.",0003756145,KAJN-CD,21149,UHF,Bidding,Move to High-VHF,Move to High-VHF,28365365,"","",16.86217684939362,0.7720677556340949
1001,1,1,"KALO TV, Inc.",0019041623,KALO,51241,UHF,Bidding,Go off-air,Go off-air,81354960,"","",42.75,0.4052603315828015
1001,1,1,"Nexstar Broadcasting, Inc.",0009961889,KARZ-TV,37005,UHF,Bidding,Go off-air,Go off-air,130131000,"","",42.75,0.75915208961276
1001,1,1,"Mako Communications, LLC",0004985982,KATA-CD,26950,UHF,Bidding,Go off-air,Go off-air,252635400,"","",42.75,0.829317319560625
1001,1,1,"KAUZ License Subsidiary, LLC",0024799025,KAUZ-TV,6864,UHF,Bidding,Go off-air,Go off-air,66324915,"","",42.75,0.6142778097956303
1001,1,1,"Saga Broadcasting, LLC",0009112459,KAVU-TV,73101,UHF,Bidding,Go off-air,Go off-air,70708500,"","",42.75,0.22225830702324112
1001,1,1,"OTA Broadcasting (SFO), LLC",0021186788,KAXT-CD,37689,UHF,Bidding,Go off-air,Go off-air,248996520,"","",42.75,0.5138390088442263
1001,1,1,"Southern California License, LLC",0004378972,KAZA-TV,29234,UHF,Bidding,Go off-air,Go off-air,528738840,"","",42.75,0.9538536362314514
1001,1,1,"Northstar Dallas License, LLC",0020500344,KAZD,17433,UHF,Bidding,Go off-air,Go off-air,315273555,"","",42.75,0.016956599503993197
1001,1,1,"KAZT, L.L.C.",0006533111,KAZT-CD,72618,UHF,Bidding,Go off-air,Go off-air,195732585,"","",42.75,0.45548651953282004
1001,1,1,JACO Communications LLC,0020338281,KBBV-CD,69735,UHF,Bidding,Go off-air,Go off-air,76160835,"","",42.75,0.08209193979029139
1001,1,1,"Wilderness Communications, LLC",0014881114,KBCA,16940,UHF,Bidding,Go off-air,Go off-air,85127220,"","",42.75,0.1631251592904548
1001,1,1,"World Television of Washington, LLC",0004999587,KBCB,53586,UHF,Bidding,Go off-air,Go off-air,205533450,"","",42.75,0.8072413707441095
1001,1,1,San Francisco Television Station KBCW Inc.,0003742632,KBCW,69619,UHF,Bidding,Go off-air,Go off-air,333447435,"","",42.75,0.6687548285503102
1001,1,1,Hero Licenseco LLC,0017254418,KBEH,56384,UHF,Bidding,Go off-air,Go off-air,585705780,"","",42.75,0.10004511458481302
1001,1,1,The Allen Broadcasting Corporation,0003745536,KBFD-DT,65395,UHF,Bidding,Go off-air,Go off-air,72434745,"","",42.75,0.19189313361075755
1001,1,1,"Sinclair Bakersfield Licensee, LLC",0023174451,KBFX-CD,51501,UHF,Bidding,Go off-air,Go off-air,77030370,"","",42.75,0.44844923130733505
1001,1,1,"The Vacation Channel, LLC",0020815379,KBNS-CD,168219,UHF,Bidding,Go off-air,Go off-air,48811095,"","",42.75,0.24123923319592888
1001,1,1,"Entravision Holdings, LLC",0001529627,KBNT-CD,4035,UHF,Bidding,Go off-air,Go off-air,157309740,"","",42.75,0.04460134736956123
1001,1,1,"Bet-Nahrain, Inc.",0006804603,KBSV,4939,UHF,Bidding,Go off-air,Go off-air,120991050,"","",42.75,0.5792134988929254
1001,1,1,"Mako Communications, LLC",0004985982,KBTV-CD,2424,UHF,Bidding,Go off-air,Go off-air,148192875,"","",42.75,0.7495349173860333
1001,1,1,"Gray Television Licensee, LLC",0018223693,KBTX-TV,6669,UHF,Bidding,Go off-air,Move to Low-VHF,226783634,Go off-air,299769840,26.973939648115447,0.8003728977524954
1001,1,1,KXAN LLC,0003477072,KBVO-CD,35918,UHF,Bidding,Go off-air,Go off-air,156844620,"","",42.75,0.12495417137873199
1001,1,1,"L4 MEDIA GROUP, LLC",0014037857,KBXS-CD,70420,UHF,Bidding,Go off-air,Go off-air,33238125,"","",42.75,0.5097923857893776
1001,1,1,CBS Broadcasting Inc.,0003482189,KCBS-TV,9628,UHF,Bidding,Go off-air,Go off-air,516914190,"","",42.75,0.8307706611208925
1001,1,1,"Channel 3 TV Company, LLC",0020043568,KCDO-TV,63158,UHF,Bidding,Go off-air,Go off-air,206754390,"","",42.75,0.4756889596454388
1001,1,1,"KCEB License Company, LLC",0019342815,KCEB,83913,UHF,Bidding,Go off-air,Go off-air,110253960,"","",42.75,0.4643757646912783
1001,1,1,"Entravision Holdings, LLC",0001529627,KCEC,24514,UHF,Bidding,Go off-air,Go off-air,224015130,"","",42.75,0.10793075599663515
1001,1,1,"NRJ TV San Fran License Co, LLC",0020523114,KCNS,71586,UHF,Bidding,Go off-air,Go off-air,354194010,"","",42.75,0.9759849251898829
1001,1,1,San Mateo County Community College District,0001545185,KCSM-TV,58912,UHF,Bidding,Go off-air,Go off-air,353887920,"","",42.75,0.5928036668641542
1001,1,1,Esteem Broadcasting of California LLC,0022217483,KCVU,58605,UHF,Bidding,Go off-air,Move to High-VHF,29851953,Go off-air,73636020,9.867958205641855,0.45042899926671576
1001,1,1,Hearst Stations Inc.,0001587583,KCWE,64444,UHF,Bidding,Go off-air,Go off-air,191321640,"","",42.75,0.3750882568705678
1001,1,1,"KDAF, LLC",0021781398,KDAF,22201,UHF,Bidding,Go off-air,Go off-air,282270555,"","",42.75,0.29303006465541837
1001,1,1,"MTN Broadcasting, Inc.",0003769270,KDAO-CD,46753,UHF,Bidding,Go off-air,Go off-air,18683460,"","",42.75,0.821274406089956
1001,1,1,Delta Media Corporation,0008774135,KDCG-CD,349,UHF,Bidding,Go off-air,Go off-air,90134100,"","",42.75,0.5874039569829118
1001,1,1,"NW Communications of Texas, Inc.",0013522339,KDFI,17037,UHF,Bidding,Go off-air,Go off-air,267040440,"","",42.75,0.9354566671518126
1001,1,1,"Northstar Santa Maria License, LLC",0015205677,KDFS-CD,31351,UHF,Bidding,Go off-air,Go off-air,47930445,"","",42.75,0.3314995492851994
1001,1,1,Gulf-California Broadcast Company,0001590330,KDFX-CD,51207,UHF,Bidding,Go off-air,Go off-air,39947310,"","",42.75,0.6506916645718173
1001,1,1,"Entravision Holdings, LLC",0001529627,KDJT-CD,52888,UHF,Bidding,Go off-air,Drop out of bidding,"","","",45.0,""
1001,1,1,"KDMI License, LLC",0014752323,KDMI,78915,UHF,Bidding,Go off-air,Go off-air,149530095,"","",42.75,0.9505286841830235
1001,1,1,"Ellis Communications KDOC Licensee, LLC",0014866487,KDOC-TV,24518,UHF,Bidding,Go off-air,Go off-air,511785900,"","",42.75,0.5412873519587076
1001,1,1,"Trinity Christian Center of Santa Ana, Inc.",0003791712,KDOR-TV,1005,UHF,Bidding,Go off-air,Go off-air,143668215,"","",42.75,0.0943759426935169
1001,1,1,"Community Television Educators of DFW, Inc.",0009436411,KDTN,49326,UHF,Bidding,Go off-air,Go off-air,266396625,"","",42.75,0.6625576267548063
1001,1,1,"Trinity Broadcasting of Texas, Inc.",0004346060,KDTX-TV,67910,UHF,Bidding,Go off-air,Go off-air,268981290,"","",42.75,0.5377924930145844
1001,1,1,"Family Educational Broadcasting, Inc.",0014299614,KEFB,82619,UHF,Bidding,Go off-air,Go off-air,86080545,"","",42.75,0.5252884831321735
1001,1,1,Eternal Family Network,0009273525,KEFN-CD,9375,UHF,Bidding,Go off-air,Go off-air,143653680,"","",42.75,0.19691859046018567
1001,1,1,NBC Telemundo License LLC,0019509470,KEJT-CD,64974,UHF,Bidding,Go off-air,Go off-air,120304485,"","",42.75,0.16164909118859327
1001,1,1,"Northstar San Francisco License, LLC",0021045596,KEMO-TV,34440,UHF,Bidding,Go off-air,Go off-air,287740845,"","",42.75,0.7640141385275852
1001,1,1,Oregon Public Broadcasting,0001549252,KEPB-TV,50591,UHF,Bidding,Move to High-VHF,Move to High-VHF,29492823,"","",20.208175053674267,0.8466460001594526
1001,1,1,Gulf-California Broadcast Company,0001590330,KESQ-TV,25577,UHF,Bidding,Go off-air,Drop out of bidding,"","","",45.0,""
1001,1,1,KRCA License LLC,0001529247,KETD,37101,UHF,Bidding,Go off-air,Go off-air,208043730,"","",42.75,0.8763548382306332
1001,1,1,"Community Educational Television, Inc.",0005077441,KETH-TV,12895,UHF,Bidding,Go off-air,Go off-air,265692105,"","",42.75,0.5621304669173648
1001,1,1,"Nexstar Broadcasting, Inc.",0009961889,KETK-TV,55643,UHF,Bidding,Go off-air,Go off-air,142089885,"","",42.75,0.6614605246446592
1001,1,1,"Entravision Holdings, LLC",0001529627,KEVC-CD,51656,UHF,Bidding,Go off-air,Drop out of bidding,"","","",45.0,""
1001,1,1,"CALIFORNIA OREGON BROADCASTING, INC.",0001547462,KEVU-CD,8241,UHF,Bidding,Go off-air,Go off-air,49156515,"","",42.75,0.5023181679023663
1001,1,1,"Central Valley Television, LLC",0023752801,KEXT-CD,70900,UHF,Bidding,Go off-air,Go off-air,244987425,"","",42.75,0.6618962350669837
1001,1,1,"NPG of California, LLC",0022027569,KEYT-TV,60637,UHF,Bidding,Go off-air,Go off-air,160629705,"","",42.75,0.5727198920303863
1001,1,1,UniMas Sacramento LLC,0008192544,KEZT-CD,52891,UHF,Bidding,Go off-air,Go off-air,155176515,"","",42.75,0.7364755847701461
